no;time;x;y;fx;fy
950;59850;44;-36;-101;0
951;59913;44;-36;-101;0
952;59976;44;-36;-141;0
953;60039;41;-36;-141;0
954;60102;37;-36;-141;0
955;60165;33;-36;-141;0
956;60228;30;-36;-182;0
957;60291;27;-36;-182;0
958;60354;24;-34;-182;156
959;60417;19;-30;-182;156
960;60480;16;-26;-88;156
961;60543;16;-21;-88;293
962;60606;16;-17;-88;293
963;60669;16;-13;-88;293
964;60732;16;-10;-88;293
965;60795;16;-6;-78;293
966;60858;16;0;-78;0
967;60921;16;0;-78;0
968;60984;16;0;-78;0
969;61047;16;0;-78;0
970;61110;14;0;-130;0
971;61173;10;1;-130;115
972;61236;7;4;-130;115
973;61299;3;7;-122;115
974;61362;2;8;-122;291
975;61425;-1;16;-122;291
976;61488;-2;20;-122;291
977;61551;-4;23;-96;291
978;61614;-4;27;-96;291
979;61677;-4;30;-96;0
980;61740;-4;30;-96;0
981;61803;-4;30;-96;0
982;61866;-4;30;-96;0
983;61929;-4;30;-135;0
984;61992;-6;30;-135;0
985;62055;-10;30;-135;101
986;62118;-11;30;-135;101
987;62181;-15;30;-135;101
988;62244;-20;30;-171;101
989;62307;-22;30;-171;101
990;62370;-25;30;-171;101
991;62433;-29;30;-171;101
992;62496;-32;30;-140;101
993;62559;-33;33;-140;236
994;62622;-35;37;-140;236
995;62685;-39;44;-140;236
996;62748;-41;48;-140;236
997;62811;-43;52;-125;236
998;62874;-45;55;-125;150
999;62937;-48;59;-125;150
1000;63000;-50;61;-125;150
1001;63063;-52;63;-125;150
1002;63126;-53;65;-136;150
1003;63189;-55;66;-136;0
1004;63252;-59;66;-136;0
1005;63315;-61;66;-136;0
1006;63378;-63;66;-136;0
1007;63441;-65;66;-136;0
1008;63504;-69;70;-136;214
1009;63567;-71;73;-136;214
1010;63630;-73;76;-136;214
1011;63693;-75;80;-136;214
1012;63756;-78;86;-119;140
1013;63819;-80;88;-119;140
1014;63882;-81;90;-119;140
1015;63945;-84;94;-119;140
1016;64008;-86;96;-110;140
1017;64071;-86;98;-110;140
1018;64134;-86;98;-110;46
1019;64197;-86;98;-110;46
1020;64260;-86;98;-110;46
1021;64323;-86;98;-110;46
1022;64386;-89;100;-127;144
1023;64449;-91;102;-127;144
1024;64512;-93;104;-127;144
1025;64575;-94;106;-127;144
1026;64638;-98;110;-129;144
1027;64701;-101;110;-129;89
1028;64764;-105;110;-129;89
1029;64827;-107;110;-85;89
1030;64890;-107;110;-85;109
1031;64953;-107;110;-85;109
1032;65016;-107;110;-85;109
1033;65079;-107;110;-85;109
1034;65142;-107;110;-97;109
1035;65205;-107;111;-97;176
1036;65268;-107;114;-97;176
1037;65331;-107;119;-97;176
1038;65394;-107;121;-97;176
1039;65457;-107;124;-69;176
1040;65520;-107;126;-69;99
1041;65583;-107;126;-69;99
1042;65646;-107;126;-69;99
1043;65709;-107;126;-69;99
1044;65772;-107;126;-33;99
1045;65835;-107;126;-33;0
1046;65898;-107;126;-33;0
1047;65961;-107;126;-33;0
1048;66024;-107;126;-33;0
1049;66087;-107;126;0;0
1050;66150;-107;126;0;0
1051;66213;-107;126;0;0
1052;66276;-107;126;0;0
1053;66339;-107;126;0;0
1054;66402;-107;126;0;0
1055;66465;-107;126;0;0
1056;66528;-107;126;0;0
1057;66591;-107;126;0;0
1058;66654;-107;126;0;0
1059;66717;-107;126;0;0
1060;66780;-107;126;0;0
1061;66843;-107;126;0;0
1062;66906;-107;126;0;0
1063;66969;-107;126;0;0
1064;67032;-107;126;0;0
1065;67095;-107;126;0;0
1066;67158;-107;126;0;0
1067;67221;-107;126;0;0
1068;67284;-107;126;0;0
1069;67347;-107;126;0;0
1070;67410;-107;126;0;0
1071;67473;-107;126;0;0
1072;67536;-107;126;0;0
1073;67599;-107;126;0;0
1074;67662;-107;126;0;36
1075;67725;-107;126;0;36
1076;67788;-107;126;0;36
1077;67851;-107;126;0;36
1078;67914;-107;126;0;36
1079;67977;-107;126;0;0
1080;68040;-107;126;0;0
1081;68103;-107;126;0;0
1082;68166;-107;126;229;0
1083;68229;-101;126;229;0
1084;68292;-94;126;229;0
1085;68355;-88;126;229;0
1086;68418;-80;126;350;0
1087;68481;-77;126;350;0
1088;68544;-73;126;350;0
1089;68607;-70;126;350;-40
1090;68670;-62;126;314;-40
1091;68733;-59;126;314;-40
1092;68796;-51;126;314;-40
1093;68859;-48;126;314;0
1094;68922;-40;126;311;0
1095;68985;-37;126;311;0
1096;69048;-33;126;311;0
1097;69111;-26;126;311;-30
1098;69174;-22;126;311;-30
1099;69237;-19;126;317;-30
1100;69300;-15;126;317;-30
1101;69363;-4;126;317;0
1102;69426;0;126;317;0
1103;69489;6;126;290;0
1104;69552;10;126;290;0
1105;69615;17;126;290;-26
1106;69678;21;126;290;-26
1107;69741;28;126;306;-26
1108;69804;32;126;306;-26
1109;69867;35;126;306;-26
1110;69930;42;126;306;0
1111;69993;51;126;271;0
1112;70056;56;126;271;0
1113;70119;60;126;271;0
1114;70182;70;126;271;0
1115;70245;79;126;250;0
1116;70308;84;126;250;0
1117;70371;93;126;250;0
1118;70434;98;126;250;0
1119;70497;105;126;127;0
1120;70560;109;126;127;0
1121;70623;110;126;127;0
1122;70686;112;126;127;0
1123;70749;114;126;127;0
1124;70812;114;126;0;0
1125;70875;114;126;0;0
