no;time;x;y;fx;fy;;;;;;;;;;
607;38241;-19;26;-187;211;;;;;;;;;;
608;38304;-22;29;-187;211;;;;;;;;;;
609;38367;-24;30;-187;57;;;;;;;;;;
610;38430;-31;30;-221;57;;;;;;;;;;
611;38493;-35;30;-221;57;;;;;;;;;;
612;38556;-39;30;-221;57;;;;;;;;;;
613;38619;-43;30;-221;57;;;;;;;;;;
614;38682;-46;30;-221;0;;;;;;;;;;
615;38745;-49;30;-136;0;;;;;;;;;;
616;38808;-53;30;-136;0;;;;;;;;;;
617;38871;-55;30;-136;0;;;;;;;;;;
618;38934;-59;31;-136;238;;;;;;;;;;
619;38997;-60;35;-90;238;;;;;;;;;;
620;39060;-60;39;-90;238;;;;;;;;;;
621;39123;-60;42;-90;238;;;;;;;;;;
622;39186;-60;46;-90;238;;;;;;;;;;
623;39249;-60;53;-90;122;;;;;;;;;;
624;39312;-60;55;-88;122;;;;;;;;;;
625;39375;-60;56;-88;122;;;;;;;;;;
626;39438;-60;60;-88;122;;;;;;;;;;
627;39501;-60;61;-88;122;;;;;;;;;;
628;39564;-60;63;-88;-28;;;;;;;;;;
629;39627;-60;63;-171;-28;;;;;;;;;;
630;39690;-63;63;-171;-28;;;;;;;;;;
631;39753;-67;63;-171;-28;;;;;;;;;;
632;39816;-70;63;-171;0;;;;;;;;;;
633;39879;-75;63;-171;0;;;;;;;;;;
634;39942;-77;63;-198;67;;;;;;;;;;
635;40005;-80;63;-198;67;;;;;;;;;;
636;40068;-83;63;-198;67;;;;;;;;;;
637;40131;-86;63;-198;67;;;;;;;;;;
638;40194;-92;63;-198;67;;;;;;;;;;
639;40257;-93;66;-91;291;;;;;;;;;;
640;40320;-93;69;-91;291;;;;;;;;;;
641;40383;-93;77;-91;291;;;;;;;;;;
642;40446;-93;80;-91;291;;;;;;;;;;
643;40509;-93;80;-91;291;;;;;;;;;;
644;40572;-93;87;-34;136;;;;;;;;;;
645;40635;-93;89;-34;136;;;;;;;;;;
646;40698;-93;91;-34;136;;;;;;;;;;
647;40761;-93;95;-34;136;;;;;;;;;;
648;40824;-93;97;-34;136;;;;;;;;;;
649;40887;-93;98;-82;0;;;;;;;;;;
650;40950;-93;98;-82;0;;;;;;;;;;
651;41013;-93;98;-82;0;;;;;;;;;;
652;41076;-93;98;-82;0;;;;;;;;;;
653;41139;-93;98;-82;0;;;;;;;;;;
654;41202;-93;98;-108;0;;;;;;;;;;
655;41265;-93;98;-108;0;;;;;;;;;;
656;41328;-93;98;-108;0;;;;;;;;;;
657;41391;-93;98;-108;0;;;;;;;;;;
658;41454;-93;98;-128;89;;;;;;;;;;
659;41517;-95;98;-128;89;;;;;;;;;;
660;41580;-97;98;-128;89;;;;;;;;;;
661;41643;-98;98;-128;89;;;;;;;;;;
662;41706;-100;98;-128;89;;;;;;;;;;
663;41769;-103;98;-128;107;;;;;;;;;;
664;41832;-105;98;-135;107;;;;;;;;;;
665;41895;-107;98;-135;107;;;;;;;;;;
666;41958;-109;98;-135;107;;;;;;;;;;
667;42021;-113;98;-135;107;;;;;;;;;;
668;42084;-115;98;-135;107;;;;;;;;;;
669;42147;-117;103;-87;168;;;;;;;;;;
670;42210;-117;105;-87;168;;;;;;;;;;
671;42273;-117;105;-87;168;;;;;;;;;;
672;42336;-117;110;-87;168;;;;;;;;;;
673;42399;-117;113;-87;168;;;;;;;;;;
674;42462;-117;113;-87;93;;;;;;;;;;
675;42525;-117;113;-46;93;;;;;;;;;;
676;42588;-117;113;-46;93;;;;;;;;;;
677;42651;-117;113;-46;93;;;;;;;;;;
678;42714;-117;113;-46;93;;;;;;;;;;
679;42777;-117;113;-46;0;;;;;;;;;;
680;42840;-117;113;-31;0;;;;;;;;;;
681;42903;-117;113;-31;0;;;;;;;;;;
682;42966;-117;113;-31;0;;;;;;;;;;
683;43029;-117;113;-31;0;;;;;;;;;;
684;43092;-117;113;-32;0;;;;;;;;;;
685;43155;-117;113;-32;0;;;;;;;;;;
686;43218;-117;113;-32;0;;;;;;;;;;
687;43281;-117;113;-32;0;;;;;;;;;;
688;43344;-117;113;-32;0;;;;;;;;;;
689;43407;-117;113;-35;0;;;;;;;;;;
690;43470;-117;113;-35;0;;;;;;;;;;
691;43533;-117;113;-35;0;;;;;;;;;;
692;43596;-117;113;-35;0;;;;;;;;;;
693;43659;-117;113;-27;0;;;;;;;;;;
694;43722;-117;113;-27;0;;;;;;;;;;
695;43785;-117;113;-27;0;;;;;;;;;;
696;43848;-117;113;-27;0;;;;;;;;;;
697;43911;-117;113;-27;0;;;;;;;;;;
698;43974;-117;113;-27;0;;;;;;;;;;
699;44037;-117;113;0;0;;;;;;;;;;
700;44100;-117;113;0;0;;;;;;;;;;
701;44163;-117;113;0;0;;;;;;;;;;
702;44226;-117;113;0;0;;;;;;;;;;
703;44289;-117;113;0;0;;;;;;;;;;
704;44352;-117;113;0;0;;;;;;;;;;
705;44415;-117;113;0;-102;;;;;;;;;;
706;44478;-117;113;0;-102;;;;;;;;;;
707;44541;-117;113;0;-102;;;;;;;;;;
708;44604;-117;113;0;-102;;;;;;;;;;
709;44667;-117;113;-38;-102;;;;;;;;;;
710;44730;-117;113;-38;-102;;;;;;;;;;
711;44793;-117;110;-38;-146;;;;;;;;;;
712;44856;-117;108;-38;-146;;;;;;;;;;
713;44919;-117;106;-38;-146;;;;;;;;;;
714;44982;-117;102;-46;-146;;;;;;;;;;
715;45045;-117;99;-46;-217;;;;;;;;;;
716;45108;-117;96;-46;-217;;;;;;;;;;
717;45171;-117;92;-46;-217;;;;;;;;;;
718;45234;-117;89;-46;-217;;;;;;;;;;
719;45297;-117;86;-55;-217;;;;;;;;;;
720;45360;-117;79;-55;-217;;;;;;;;;;
721;45423;-117;76;-55;-178;;;;;;;;;;
722;45486;-117;73;-55;-178;;;;;;;;;;
723;45549;-117;68;-56;-178;;;;;;;;;;
724;45612;-117;66;-56;-178;;;;;;;;;;
725;45675;-117;63;-56;-178;;;;;;;;;;
726;45738;-117;59;-56;-149;;;;;;;;;;
727;45801;-117;57;-56;-149;;;;;;;;;;
728;45864;-117;55;-36;-149;;;;;;;;;;
729;45927;-117;53;-36;-149;;;;;;;;;;
730;45990;-117;48;-36;-193;;;;;;;;;;
731;46053;-117;46;-36;-193;;;;;;;;;;
732;46116;-117;43;-36;-193;;;;;;;;;;
733;46179;-117;40;-36;-193;;;;;;;;;;
734;46242;-117;35;-36;-193;;;;;;;;;;
735;46305;-117;32;-36;-198;;;;;;;;;;
736;46368;-117;29;-36;-198;;;;;;;;;;
737;46431;-117;22;-36;-198;;;;;;;;;;
738;46494;-117;19;0;-198;;;;;;;;;;
739;46557;-117;16;0;-198;;;;;;;;;;
740;46620;-117;12;0;-198;;;;;;;;;;
741;46683;-117;6;0;-201;;;;;;;;;;
742;46746;-117;3;0;-201;;;;;;;;;;
743;46809;-117;0;0;-201;;;;;;;;;;
744;46872;-117;-3;0;-201;;;;;;;;;;
745;46935;-117;-6;0;-201;;;;;;;;;;
746;46998;-117;-12;0;-171;;;;;;;;;;
747;47061;-117;-14;0;-171;;;;;;;;;;
748;47124;-117;-17;0;-171;;;;;;;;;;
749;47187;-117;-19;0;-171;;;;;;;;;;
750;47250;-117;-24;0;-153;;;;;;;;;;
751;47313;-117;-26;0;-153;;;;;;;;;;
752;47376;-117;-28;0;-153;;;;;;;;;;
753;47439;-117;-30;0;-153;;;;;;;;;;
754;47502;-117;-34;0;-153;;;;;;;;;;
755;47565;-117;-36;0;-153;;;;;;;;;;
756;47628;-117;-39;0;-154;;;;;;;;;;
757;47691;-117;-43;0;-154;;;;;;;;;;
758;47754;-117;-43;0;-154;;;;;;;;;;
759;47817;-117;-45;0;-154;;;;;;;;;;
760;47880;-117;-49;0;-154;;;;;;;;;;
761;47943;-117;-51;0;-166;;;;;;;;;;
762;48006;-117;-54;0;-166;;;;;;;;;;
763;48069;-117;-56;0;-166;;;;;;;;;;
764;48132;-117;-61;0;-166;;;;;;;;;;
765;48195;-117;-64;0;-166;;;;;;;;;;
766;48258;-117;-66;0;-163;;;;;;;;;;
767;48321;-117;-71;0;-163;;;;;;;;;;
768;48384;-117;-74;0;-163;;;;;;;;;;
769;48447;-117;-79;0;-163;;;;;;;;;;
770;48510;-117;-81;0;-163;;;;;;;;;;
771;48573;-117;-84;0;-162;;;;;;;;;;
772;48636;-117;-86;0;-162;;;;;;;;;;
773;48699;-117;-89;0;-162;;;;;;;;;;
774;48762;-117;-91;0;-162;;;;;;;;;;
775;48825;-117;-96;0;-162;;;;;;;;;;
776;48888;-117;-98;0;-119;;;;;;;;;;
777;48951;-117;-100;0;-119;;;;;;;;;;
778;49014;-117;-101;0;-119;;;;;;;;;;
779;49077;-117;-104;0;-119;;;;;;;;;;
780;49140;-117;-106;0;-119;;;;;;;;;;
781;49203;-117;-106;0;-101;;;;;;;;;;
782;49266;-117;-106;0;-101;;;;;;;;;;
783;49329;-117;-106;0;-101;;;;;;;;;;
784;49392;-117;-106;0;-101;;;;;;;;;;
785;49455;-117;-106;0;-53;;;;;;;;;;
786;49518;-117;-106;0;-53;;;;;;;;;;
787;49581;-117;-106;0;-53;;;;;;;;;;
788;49644;-117;-106;0;-53;;;;;;;;;;
789;49707;-117;-106;0;-53;;;;;;;;;;
790;49770;-117;-106;0;-61;;;;;;;;;;
791;49833;-117;-106;0;-61;;;;;;;;;;
792;49896;-117;-106;0;-61;;;;;;;;;;
793;49959;-117;-106;0;-61;;;;;;;;;;
794;50022;-117;-106;0;-61;;;;;;;;;;
795;50085;-117;-106;0;-80;;;;;;;;;;
796;50148;-117;-106;0;-80;;;;;;;;;;
797;50211;-117;-106;0;-80;;;;;;;;;;
798;50274;-117;-106;0;-80;;;;;;;;;;
799;50337;-117;-106;0;-80;;;;;;;;;;
800;50400;-117;-106;0;-69;;;;;;;;;;
801;50463;-117;-106;0;-69;;;;;;;;;;
802;50526;-117;-106;0;-69;;;;;;;;;;
803;50589;-117;-106;0;-69;;;;;;;;;;
804;50652;-117;-106;0;-69;;;;;;;;;;
805;50715;-117;-106;0;-56;;;;;;;;;;
806;50778;-117;-106;0;-56;;;;;;;;;;
807;50841;-117;-106;0;-56;;;;;;;;;;
808;50904;-117;-106;0;-56;;;;;;;;;;
809;50967;-117;-106;0;-56;;;;;;;;;;
810;51030;-117;-106;0;-56;;;;;;;;;;
811;51093;-117;-106;0;-53;;;;;;;;;;
812;51156;-117;-106;0;-53;;;;;;;;;;
813;51219;-117;-106;32;-53;;;;;;;;;;
814;51282;-117;-106;32;-53;;;;;;;;;;
815;51345;-117;-106;32;-58;;;;;;;;;;
816;51408;-117;-106;32;-58;;;;;;;;;;
817;51471;-117;-106;32;-58;;;;;;;;;;
818;51534;-112;-106;219;-58;;;;;;;;;;
819;51597;-109;-106;219;-58;;;;;;;;;;
820;51660;-106;-106;219;-77;;;;;;;;;;
821;51723;-99;-106;219;-77;;;;;;;;;;
822;51786;-96;-106;299;-77;;;;;;;;;;
823;51849;-89;-106;299;-77;;;;;;;;;;
824;51912;-82;-106;299;-56;;;;;;;;;;
825;51975;-78;-106;299;-56;;;;;;;;;;
826;52038;-74;-106;217;-56;;;;;;;;;;
827;52101;-71;-106;217;-56;;;;;;;;;;
828;52164;-68;-106;217;-56;;;;;;;;;;
829;52227;-64;-106;217;-42;;;;;;;;;;
830;52290;-58;-106;217;-42;;;;;;;;;;
831;52353;-55;-106;178;-42;;;;;;;;;;
832;52416;-52;-106;178;-42;;;;;;;;;;
833;52479;-50;-106;178;-42;;;;;;;;;;
834;52542;-45;-106;178;-28;;;;;;;;;;
835;52605;-42;-106;178;-28;;;;;;;;;;
836;52668;-37;-106;203;-28;;;;;;;;;;
837;52731;-33;-106;203;-28;;;;;;;;;;
838;52794;-30;-106;203;-30;;;;;;;;;;
839;52857;-27;-106;203;-30;;;;;;;;;;
840;52920;-24;-106;203;-30;;;;;;;;;;
841;52983;-21;-106;203;-30;;;;;;;;;;
842;53046;-14;-106;216;-30;;;;;;;;;;
843;53109;-11;-106;216;-30;;;;;;;;;;
844;53172;-8;-106;216;0;;;;;;;;;;
845;53235;-4;-106;216;0;;;;;;;;;;
846;53298;-1;-106;216;0;;;;;;;;;;
847;53361;4;-106;206;0;;;;;;;;;;
848;53424;11;-106;206;-26;;;;;;;;;;
849;53487;14;-106;206;-26;;;;;;;;;;
850;53550;17;-106;206;-26;;;;;;;;;;
851;53613;21;-106;206;-26;;;;;;;;;;
852;53676;23;-106;176;-26;;;;;;;;;;
853;53739;26;-106;176;-26;;;;;;;;;;
854;53802;31;-106;176;0;;;;;;;;;;
855;53865;33;-106;176;0;;;;;;;;;;
856;53928;36;-106;176;0;;;;;;;;;;
857;53991;41;-106;164;0;;;;;;;;;;
858;54054;43;-106;164;0;;;;;;;;;;
859;54117;46;-106;164;0;;;;;;;;;;
860;54180;48;-106;164;0;;;;;;;;;;
861;54243;53;-106;144;0;;;;;;;;;;
862;54306;55;-106;144;0;;;;;;;;;;
863;54369;57;-106;144;0;;;;;;;;;;
864;54432;59;-106;144;0;;;;;;;;;;
865;54495;61;-106;144;0;;;;;;;;;;
866;54558;65;-106;118;0;;;;;;;;;;
867;54621;67;-106;118;0;;;;;;;;;;
868;54684;68;-106;118;0;;;;;;;;;;
869;54747;71;-106;118;0;;;;;;;;;;
870;54810;72;-106;118;0;;;;;;;;;;
871;54873;74;-106;106;0;;;;;;;;;;
872;54936;74;-106;106;0;;;;;;;;;;
873;54999;74;-106;106;0;;;;;;;;;;
874;55062;74;-106;106;0;;;;;;;;;;
875;55125;74;-106;106;0;;;;;;;;;;
876;55188;74;-106;106;0;;;;;;;;;;
877;55251;77;-106;122;0;;;;;;;;;;
878;55314;79;-106;122;-27;;;;;;;;;;
879;55377;81;-106;122;-27;;;;;;;;;;
880;55440;82;-106;122;-27;;;;;;;;;;
881;55503;84;-106;122;-27;;;;;;;;;;
882;55566;90;-106;227;-27;;;;;;;;;;
883;55629;93;-106;227;0;;;;;;;;;;
884;55692;97;-106;227;0;;;;;;;;;;
885;55755;103;-106;227;0;;;;;;;;;;
886;55818;106;-106;129;0;;;;;;;;;;
887;55881;107;-106;129;0;;;;;;;;;;
888;55944;109;-106;129;0;;;;;;;;;;
889;56007;112;-106;129;0;;;;;;;;;;
890;56070;114;-106;129;0;;;;;;;;;;
891;56133;115;-106;0;0;;;;;;;;;;
892;56196;115;-106;0;0;;;;;;;;;;
893;56259;115;-106;0;0;;;;;;;;;;
894;56322;115;-106;0;0;;;;;;;;;;
895;56385;115;-106;0;0;;;;;;;;;;
896;56448;115;-106;0;0;;;;;;;;;;
897;56511;115;-106;0;0;;;;;;;;;;
898;56574;115;-106;0;0;;;;;;;;;;
899;56637;115;-106;0;0;;;;;;;;;;
900;56700;115;-106;0;0;;;;;;;;;;
901;56763;115;-106;0;0;;;;;;;;;;
902;56826;115;-106;0;0;;;;;;;;;;
903;56889;115;-106;0;0;;;;;;;;;;
904;56952;115;-106;0;0;;;;;;;;;;
905;57015;115;-106;0;0;;;;;;;;;;
906;57078;115;-106;0;0;;;;;;;;;;
907;57141;115;-106;0;0;;;;;;;;;;
908;57204;115;-106;0;0;;;;;;;;;;
909;57267;115;-106;0;0;;;;;;;;;;
910;57330;115;-106;0;32;;;;;;;;;;
911;57393;115;-106;0;32;;;;;;;;;;
912;57456;115;-106;0;32;;;;;;;;;;
913;57519;115;-106;0;32;;;;;;;;;;
914;57582;115;-106;0;0;;;;;;;;;;
915;57645;115;-106;0;0;;;;;;;;;;
916;57708;115;-106;0;0;;;;;;;;;;
917;57771;115;-106;0;0;;;;;;;;;;
918;57834;115;-106;0;0;;;;;;;;;;
919;57897;115;-106;0;44;;;;;;;;;;
920;57960;115;-106;0;44;;;;;;;;;;
921;58023;115;-106;0;44;;;;;;;;;;
922;58086;115;-106;0;44;;;;;;;;;;
923;58149;115;-106;0;44;;;;;;;;;;
924;58212;115;-106;0;79;;;;;;;;;;
925;58275;115;-106;0;79;;;;;;;;;;
926;58338;115;-106;-33;79;;;;;;;;;;
927;58401;115;-106;-33;79;;;;;;;;;;
928;58464;115;-105;-33;170;;;;;;;;;;
929;58527;115;-103;-33;170;;;;;;;;;;
930;58590;115;-100;-44;170;;;;;;;;;;
931;58653;115;-98;-44;170;;;;;;;;;;
932;58716;115;-95;-44;170;;;;;;;;;;
933;58779;115;-93;-44;170;;;;;;;;;;
934;58842;115;-91;-44;85;;;;;;;;;;
935;58905;115;-91;-61;85;;;;;;;;;;
936;58968;115;-91;-61;85;;;;;;;;;;
937;59031;115;-91;-61;85;;;;;;;;;;
938;59094;115;-91;-61;0;;;;;;;;;;
939;59157;115;-91;-61;0;;;;;;;;;;
940;59220;115;-91;-138;0;;;;;;;;;;
941;59283;113;-91;-138;0;;;;;;;;;;
942;59346;109;-91;-138;0;;;;;;;;;;
943;59409;107;-91;-138;0;;;;;;;;;;
944;59472;105;-91;-138;0;;;;;;;;;;
945;59535;101;-91;-146;0;;;;;;;;;;
946;59598;99;-91;-146;0;;;;;;;;;;
947;59661;97;-91;-146;0;;;;;;;;;;
948;59724;93;-89;-146;208;;;;;;;;;;
949;59787;91;-85;-146;208;;;;;;;;;;
950;59850;91;-82;-66;208;;;;;;;;;;
951;59913;91;-79;-66;208;;;;;;;;;;
952;59976;91;-72;-66;208;;;;;;;;;;
953;60039;91;-70;-66;142;;;;;;;;;;
954;60102;91;-68;-66;142;;;;;;;;;;
955;60165;91;-66;-92;142;;;;;;;;;;
956;60228;91;-64;-92;142;;;;;;;;;;
957;60291;91;-62;-92;142;;;;;;;;;;
958;60354;91;-59;-92;0;;;;;;;;;;
959;60417;91;-59;-92;0;;;;;;;;;;
960;60480;90;-59;-136;0;;;;;;;;;;
961;60543;88;-59;-136;0;;;;;;;;;;
962;60606;86;-59;-136;0;;;;;;;;;;
963;60669;82;-59;-136;0;;;;;;;;;;
964;60732;78;-59;-171;0;;;;;;;;;;
965;60795;76;-59;-171;0;;;;;;;;;;
966;60858;73;-59;-171;0;;;;;;;;;;
967;60921;71;-59;-171;0;;;;;;;;;;
968;60984;66;-59;-171;0;;;;;;;;;;
969;61047;64;-59;-116;0;;;;;;;;;;
970;61110;62;-59;-116;0;;;;;;;;;;
971;61173;59;-59;-116;0;;;;;;;;;;
972;61236;58;-59;-116;74;;;;;;;;;;
973;61299;56;-59;-116;74;;;;;;;;;;
974;61362;55;-59;-125;74;;;;;;;;;;
975;61425;53;-59;-125;74;;;;;;;;;;
976;61488;52;-59;-125;74;;;;;;;;;;
977;61551;48;-59;-125;101;;;;;;;;;;
978;61614;46;-59;-125;101;;;;;;;;;;
979;61677;45;-59;-125;101;;;;;;;;;;
980;61740;45;-59;-103;101;;;;;;;;;;
981;61803;45;-59;-103;101;;;;;;;;;;
982;61866;45;-59;-103;101;;;;;;;;;;
983;61929;45;-58;-103;132;;;;;;;;;;
984;61992;45;-56;-103;132;;;;;;;;;;
985;62055;45;-53;-70;132;;;;;;;;;;
986;62118;45;-51;-70;132;;;;;;;;;;
987;62181;45;-49;-70;132;;;;;;;;;;
988;62244;45;-45;-70;222;;;;;;;;;;
989;62307;45;-41;-80;222;;;;;;;;;;
990;62370;45;-38;-80;222;;;;;;;;;;
991;62433;45;-35;-80;222;;;;;;;;;;
992;62496;45;-32;-80;222;;;;;;;;;;
993;62559;45;-27;-80;0;;;;;;;;;;
994;62622;44;-27;-149;0;;;;;;;;;;
995;62685;41;-27;-149;0;;;;;;;;;;
996;62748;39;-27;-149;-61;;;;;;;;;;
997;62811;34;-27;-149;-61;;;;;;;;;;
998;62874;32;-27;-149;-61;;;;;;;;;;
999;62937;30;-27;-171;-61;;;;;;;;;;
1000;63000;27;-27;-171;-61;;;;;;;;;;
1001;63063;23;-27;-171;0;;;;;;;;;;
1002;63126;20;-27;-171;0;;;;;;;;;;
1003;63189;18;-25;-171;274;;;;;;;;;;
1004;63252;16;-21;-69;274;;;;;;;;;;
1005;63315;16;-11;-69;274;;;;;;;;;;
1006;63378;16;-7;-69;274;;;;;;;;;;
1007;63441;16;-2;-69;274;;;;;;;;;;
1008;63504;16;2;-69;130;;;;;;;;;;
1009;63567;16;5;-65;130;;;;;;;;;;
1010;63630;16;7;-65;130;;;;;;;;;;
1011;63693;16;9;-65;130;;;;;;;;;;
1012;63756;16;10;-65;130;;;;;;;;;;
1013;63819;16;12;-65;-67;;;;;;;;;;
1014;63882;16;12;-96;-67;;;;;;;;;;
1015;63945;16;12;-96;-67;;;;;;;;;;
1016;64008;16;12;-96;-28;;;;;;;;;;
1017;64071;16;12;-96;-28;;;;;;;;;;
1018;64134;16;12;-96;-28;;;;;;;;;;
1019;64197;16;12;-110;-28;;;;;;;;;;
1020;64260;16;12;-110;-28;;;;;;;;;;
1021;64323;16;12;-110;0;;;;;;;;;;
1022;64386;16;12;-110;0;;;;;;;;;;
1023;64449;16;12;-110;0;;;;;;;;;;
1024;64512;14;12;-175;0;;;;;;;;;;
1025;64575;8;12;-175;0;;;;;;;;;;
1026;64638;5;12;-175;0;;;;;;;;;;
1027;64701;2;12;-175;0;;;;;;;;;;
1028;64764;0;12;-175;0;;;;;;;;;;
1029;64827;-4;12;-162;0;;;;;;;;;;
1030;64890;-7;12;-162;0;;;;;;;;;;
1031;64953;-9;12;-162;0;;;;;;;;;;
1032;65016;-12;12;-162;0;;;;;;;;;;
1033;65079;-16;18;-84;269;;;;;;;;;;
1034;65142;-16;23;-84;269;;;;;;;;;;
1035;65205;-16;28;-84;269;;;;;;;;;;
1036;65268;-16;32;-84;269;;;;;;;;;;
1037;65331;-16;41;-84;0;;;;;;;;;;
1038;65394;-16;41;-94;0;;;;;;;;;;
1039;65457;-16;41;-94;0;;;;;;;;;;
1040;65520;-16;41;-94;0;;;;;;;;;;
1041;65583;-16;41;-94;-35;;;;;;;;;;
1042;65646;-16;41;-94;-35;;;;;;;;;;
1043;65709;-16;41;-138;-35;;;;;;;;;;
1044;65772;-18;41;-138;-35;;;;;;;;;;
1045;65835;-22;41;-138;-35;;;;;;;;;;
1046;65898;-23;41;-138;0;;;;;;;;;;
1047;65961;-25;41;-138;0;;;;;;;;;;
1048;66024;-30;41;-164;0;;;;;;;;;;
1049;66087;-32;41;-164;0;;;;;;;;;;
1050;66150;-34;41;-164;0;;;;;;;;;;
1051;66213;-37;41;-164;0;;;;;;;;;;
1052;66276;-39;41;-164;0;;;;;;;;;;
1053;66339;-42;44;-82;155;;;;;;;;;;
1054;66402;-42;46;-82;155;;;;;;;;;;
1055;66465;-42;49;-82;155;;;;;;;;;;
1056;66528;-42;53;-82;155;;;;;;;;;;
1057;66591;-42;53;-82;42;;;;;;;;;;
1058;66654;-44;53;-128;42;;;;;;;;;;
1059;66717;-45;53;-128;42;;;;;;;;;;
1060;66780;-49;53;-128;42;;;;;;;;;;
1061;66843;-50;53;-128;42;;;;;;;;;;
1062;66906;-52;53;-128;0;;;;;;;;;;
1063;66969;-55;53;-231;0;;;;;;;;;;
1064;67032;-62;53;-231;0;;;;;;;;;;
1065;67095;-66;53;-231;0;;;;;;;;;;
1066;67158;-70;53;-231;0;;;;;;;;;;
1067;67221;-74;53;-231;109;;;;;;;;;;
1068;67284;-79;53;-130;109;;;;;;;;;;
1069;67347;-80;53;-130;109;;;;;;;;;;
1070;67410;-82;53;-130;109;;;;;;;;;;
1071;67473;-84;53;-130;109;;;;;;;;;;
1072;67536;-87;58;-86;240;;;;;;;;;;
1073;67599;-87;62;-86;240;;;;;;;;;;
1074;67662;-87;65;-86;240;;;;;;;;;;
1075;67725;-87;69;-86;240;;;;;;;;;;
1076;67788;-87;76;-86;74;;;;;;;;;;
1077;67851;-87;76;-86;74;;;;;;;;;;
1078;67914;-87;76;-56;74;;;;;;;;;;
1079;67977;-87;76;-56;74;;;;;;;;;;
1080;68040;-87;76;-56;74;;;;;;;;;;
1081;68103;-87;76;-56;94;;;;;;;;;;
1082;68166;-87;76;-56;94;;;;;;;;;;
1083;68229;-87;76;-56;94;;;;;;;;;;
1084;68292;-90;76;-122;94;;;;;;;;;;
1085;68355;-92;76;-122;94;;;;;;;;;;
1086;68418;-94;76;-122;94;;;;;;;;;;
1087;68481;-95;76;-122;85;;;;;;;;;;
1088;68544;-99;76;-125;85;;;;;;;;;;
1089;68607;-100;76;-125;85;;;;;;;;;;
1090;68670;-102;76;-125;85;;;;;;;;;;
1091;68733;-104;76;-125;85;;;;;;;;;;
1092;68796;-107;82;-125;295;;;;;;;;;;
1093;68859;-108;90;-76;295;;;;;;;;;;
1094;68922;-108;97;-76;295;;;;;;;;;;
1095;68985;-108;104;-76;221;;;;;;;;;;
1096;69048;-108;107;-35;221;;;;;;;;;;
1097;69111;-108;110;-35;221;;;;;;;;;;
1098;69174;-108;117;-35;221;;;;;;;;;;
1099;69237;-108;120;-35;221;;;;;;;;;;
1100;69300;-108;122;-35;0;;;;;;;;;;
1101;69363;-108;122;-43;0;;;;;;;;;;
1102;69426;-108;122;-43;0;;;;;;;;;;
1103;69489;-108;122;-43;0;;;;;;;;;;
1104;69552;-108;122;-43;0;;;;;;;;;;
1105;69615;-108;122;-44;0;;;;;;;;;;
1106;69678;-108;122;-44;0;;;;;;;;;;
1107;69741;-108;122;-44;0;;;;;;;;;;
1108;69804;-108;122;-44;0;;;;;;;;;;
1109;69867;-108;122;-44;0;;;;;;;;;;
1110;69930;-108;122;-27;0;;;;;;;;;;
1111;69993;-108;122;-27;0;;;;;;;;;;
1112;70056;-108;122;-27;0;;;;;;;;;;
1113;70119;-108;122;-27;0;;;;;;;;;;
1114;70182;-108;122;-27;38;;;;;;;;;;
1115;70245;-108;122;0;38;;;;;;;;;;
1116;70308;-108;122;0;38;;;;;;;;;;
1117;70371;-108;122;0;38;;;;;;;;;;
1118;70434;-108;122;0;0;;;;;;;;;;
1119;70497;-108;122;0;0;;;;;;;;;;
1120;70560;-108;122;0;0;;;;;;;;;;
1121;70623;-108;122;0;0;;;;;;;;;;
1122;70686;-108;122;0;0;;;;;;;;;;
1123;70749;-108;122;0;0;;;;;;;;;;
1124;70812;-108;122;0;0;;;;;;;;;;
1125;70875;-108;122;0;0;;;;;;;;;;
1126;70938;-108;122;0;0;;;;;;;;;;
1127;71001;-108;122;0;0;;;;;;;;;;
1128;71064;-108;122;0;0;;;;;;;;;;
1129;71127;-106;122;314;0;;;;;;;;;;
1130;71190;-103;122;314;0;;;;;;;;;;
1131;71253;-92;122;314;-42;;;;;;;;;;
1132;71316;-88;122;314;-42;;;;;;;;;;
1133;71379;-81;122;310;-42;;;;;;;;;;
1134;71442;-74;122;310;0;;;;;;;;;;
1135;71505;-70;122;310;0;;;;;;;;;;
1136;71568;-63;122;306;0;;;;;;;;;;
1137;71631;-55;122;306;-65;;;;;;;;;;
1138;71694;-52;122;306;-65;;;;;;;;;;
1139;71757;-48;122;306;-65;;;;;;;;;;
1140;71820;-41;122;332;-65;;;;;;;;;;
1141;71883;-37;122;332;-65;;;;;;;;;;
1142;71946;-30;122;332;-72;;;;;;;;;;
1143;72009;-22;122;332;-72;;;;;;;;;;
1144;72072;-15;122;362;-72;;;;;;;;;;
1145;72135;-12;122;362;-72;;;;;;;;;;
1146;72198;-8;122;362;-64;;;;;;;;;;
1147;72261;-1;122;362;-64;;;;;;;;;;
1148;72324;6;122;343;-64;;;;;;;;;;
1149;72387;17;122;343;-46;;;;;;;;;;
1150;72450;24;122;343;-46;;;;;;;;;;
1151;72513;28;122;324;-46;;;;;;;;;;
1152;72576;35;122;324;-46;;;;;;;;;;
1153;72639;42;122;324;-64;;;;;;;;;;
1154;72702;46;122;324;-64;;;;;;;;;;
1155;72765;53;122;312;-64;;;;;;;;;;
1156;72828;60;122;312;-68;;;;;;;;;;
1157;72891;64;122;312;-68;;;;;;;;;;
